Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft
71,4,2,6,25,0,0,35,26,1,0
343,1,1,3,12,0,0,35,49,0,0
142,1,2,2,21,1,0,41,82,1,1
335,2,3,7,6,1,1,48,65,1,1
360,1,1,9,19,1,0,19,4,1,0
345,3,2,10,11,0,0,48,76,0,0
208,3,3,1,15,0,0,21,38,1,0
81,1,2,6,11,1,1,45,75,1,1
68,3,1,7,22,0,0,26,20,1,0
341,4,3,6,16,1,1,49,56,0,0
168,4,1,2,12,0,1,28,14,0,0
108,3,0,10,17,0,0,13,15,1,0
495,2,0,5,17,1,0,31,66,1,1
364,3,3,6,18,1,1,15,58,1,1
243,1,2,6,24,1,1,19,50,0,0
446,3,0,2,11,1,1,42,54,1,1
211,2,1,2,25,0,0,15,49,1,0
291,2,1,8,17,1,1,31,76,0,1
266,3,2,7,10,0,0,33,72,1,1
225,2,2,10,25,1,1,30,60,1,1
192,4,0,10,7,0,1,44,34,0,0
435,1,1,8,21,1,0,49,17,1,0
270,3,0,1,6,0,1,33,71,1,1
246,4,1,4,7,1,1,29,24,0,0
227,1,3,4,21,0,1,28,90,1,1
135,3,3,3,15,1,1,45,14,1,1
396,2,2,7,20,0,0,17,36,1,0
356,3,2,9,13,0,1,25,89,1,1
329,1,0,1,21,0,0,20,60,0,0
454,2,2,8,5,0,1,44,6,1,1
162,1,2,2,16,0,1,32,58,0,0
85,4,1,4,24,1,1,38,31,0,0
376,4,1,2,18,0,1,27,50,1,1
185,3,0,1,17,1,1,11,74,0,1
404,3,0,10,9,0,0,27,52,1,0
412,3,2,9,21,0,1,31,19,1,1
60,4,1,7,23,1,1,44,90,0,0
383,3,0,2,23,1,0,38,17,1,0
494,1,3,3,13,0,0,42,26,1,0
81,3,3,5,6,1,0,18,2,0,0
279,1,2,10,8,0,0,23,29,0,0
89,2,1,10,12,0,1,45,48,1,1
125,4,0,5,13,0,0,12,65,0,0
120,2,1,5,15,1,0,49,44,0,0
52,1,0,1,25,1,0,25,79,1,1
417,4,0,6,8,1,0,18,19,1,0
376,3,2,8,12,1,1,44,24,1,1
404,1,3,10,13,1,0,46,79,1,1
291,4,0,7,9,1,1,31,28,1,1
494,1,2,8,17,0,0,44,43,1,0
417,2,2,10,12,1,0,11,43,1,0
326,4,1,8,24,0,0,33,51,0,0
277,2,3,4,15,0,1,12,9,0,0
106,2,2,1,5,1,1,17,45,0,0
360,3,3,9,16,1,0,22,62,0,0
460,3,3,8,6,1,0,48,64,1,1
396,2,2,1,22,1,1,50,73,1,1
138,4,3,7,14,0,1,17,14,0,0
168,3,0,1,22,0,1,38,30,0,0
351,1,3,5,7,0,1,26,49,0,0
292,2,2,2,21,1,1,49,28,0,0
271,4,3,9,8,0,0,32,55,0,0
96,4,2,7,7,0,0,16,51,1,0
241,1,1,9,7,0,1,14,17,1,1
266,1,0,9,24,1,0,29,69,0,0
151,3,2,7,8,0,1,48,21,0,0
299,2,0,9,17,1,0,18,30,1,0
207,4,0,2,23,0,0,30,42,1,0
436,4,2,3,7,0,1,23,10,1,1
63,4,3,9,6,0,1,18,74,1,1
416,4,0,2,12,0,1,35,12,1,1
314,3,0,5,24,1,0,47,30,0,0
218,2,3,2,16,0,0,13,63,1,1
217,1,0,9,12,0,1,17,68,0,1
456,3,2,2,14,0,1,27,45,1,1
420,1,0,7,18,0,1,13,78,1,1
98,3,1,6,8,0,0,34,30,1,0
325,4,1,1,17,0,1,40,90,1,1
58,2,3,2,11,1,0,31,5,0,0
409,4,3,1,24,0,0,16,41,1,0
206,3,3,7,16,0,0,12,79,1,1
162,2,1,8,13,0,1,28,29,0,0
468,4,0,6,8,1,1,49,59,1,1
160,2,3,1,24,0,0,12,27,0,0
298,3,1,6,19,0,1,22,42,0,0
466,3,3,10,25,1,0,24,88,1,1
415,2,1,3,18,0,0,47,45,1,0
207,4,3,3,22,1,1,29,43,0,0
111,2,3,2,10,0,0,43,89,1,1
398,2,3,2,17,0,1,10,53,0,0
455,3,3,9,21,0,1,46,52,1,1
50,1,1,7,21,0,1,44,45,0,0
426,2,3,4,12,0,1,37,86,1,1
282,3,1,1,6,0,0,21,90,0,0
439,1,3,7,24,1,0,44,74,1,1
436,2,2,10,12,0,0,32,39,1,0
267,3,2,8,7,1,1,44,17,0,0
346,4,3,1,14,0,1,31,9,1,1
217,2,0,5,5,0,1,31,82,0,1
399,1,1,7,7,1,0,31,56,0,0
296,4,2,6,11,1,0,37,87,0,0
131,3,3,4,8,1,0,40,62,0,0
456,3,1,6,15,0,1,47,85,1,1
432,4,0,10,20,0,1,25,72,1,1
356,3,1,7,7,0,0,13,68,0,0
200,3,3,6,21,0,0,32,71,1,1
431,1,3,4,22,0,0,10,89,1,1
310,3,3,10,23,1,1,20,68,0,1
132,2,0,7,25,0,0,25,52,0,0
445,1,1,10,6,1,1,20,14,1,1
203,3,1,1,10,0,0,20,59,1,0
202,4,2,8,25,0,1,33,46,0,0
139,2,0,4,25,1,0,31,30,1,0
250,4,3,2,12,0,0,21,22,0,0
482,1,3,9,11,1,1,13,81,1,1
401,4,1,3,18,0,0,31,70,1,1
326,2,3,10,25,1,1,41,90,0,1
423,2,3,4,7,0,0,33,83,1,1
146,2,3,7,21,1,1,38,79,1,1
491,1,2,5,15,0,0,10,80,1,1
73,3,1,2,9,0,1,29,6,1,1
330,4,0,5,15,0,1,12,86,1,1
217,4,1,7,24,1,1,25,19,0,0
318,4,1,2,18,0,0,43,10,1,0
452,4,1,8,10,1,1,30,63,1,1
453,4,1,8,21,0,0,40,17,1,0
283,4,1,3,16,1,0,39,37,1,0
67,4,3,7,9,0,0,49,54,0,0
186,4,3,5,22,1,1,18,86,0,1
488,3,0,7,22,0,1,15,7,1,1
227,1,1,10,22,0,0,38,16,0,0
441,2,1,3,6,1,0,14,4,1,0
492,2,1,4,12,0,1,28,3,1,1
56,4,1,1,11,1,0,46,78,0,0
167,3,0,8,18,0,0,37,33,1,0
262,4,0,1,23,0,1,27,45,1,1
235,4,1,1,22,0,1,11,42,1,1
280,2,3,6,15,0,1,13,42,0,0
323,3,2,8,15,1,0,10,73,0,0
432,3,2,3,21,1,0,25,66,1,1
423,3,3,3,15,1,1,23,71,1,1
261,3,2,7,5,1,1,47,11,0,0
217,4,0,8,20,1,0,22,4,0,0
182,4,1,1,7,1,1,35,30,0,0
62,3,2,10,6,0,1,41,38,1,1
456,3,2,8,19,0,0,17,69,1,1
149,3,1,4,18,0,0,10,58,1,0
188,4,2,2,14,1,1,13,20,1,1
313,2,0,8,25,1,1,32,65,1,1
320,2,3,4,16,0,0,35,82,1,1
287,4,1,9,13,0,1,32,28,0,0
173,1,3,1,7,1,1,24,84,1,1
268,2,1,8,16,1,1,44,25,0,0
344,2,0,8,18,1,1,50,33,0,0
175,3,1,5,5,1,1,17,5,0,0
140,3,1,5,19,1,0,28,72,0,0
202,3,3,8,7,0,1,49,46,1,1
330,3,2,8,13,1,1,10,81,1,1
121,3,1,5,8,0,1,26,40,0,0
338,3,0,4,10,0,1,40,49,0,0
280,1,3,6,23,1,1,34,53,0,0
327,4,2,4,25,0,0,47,73,1,1
152,4,0,9,18,1,1,21,52,0,0
257,3,1,6,7,0,1,39,1,0,0
331,2,1,10,6,0,0,24,62,0,0
82,3,0,3,20,0,1,30,39,1,1
69,4,3,2,15,1,0,44,84,0,0
434,3,1,3,15,1,0,35,18,1,0
383,1,0,7,20,0,0,39,72,0,0
395,1,1,10,15,1,0,22,68,0,0
386,4,1,3,18,0,1,44,26,0,0
390,4,3,8,9,0,0,25,17,1,0
154,4,0,5,11,1,1,19,27,0,0
213,1,0,4,15,1,1,36,32,1,1
426,3,3,4,19,0,1,46,24,1,1
407,4,0,10,6,1,1,14,72,1,1
165,4,1,8,7,0,1,48,45,0,0
424,2,1,6,15,1,1,22,2,1,1
127,2,0,3,21,0,1,47,51,1,1
159,3,2,9,25,1,1,26,51,0,0
156,2,3,9,25,0,0,49,73,1,1
442,2,2,8,21,1,1,10,19,1,1
99,3,1,9,20,0,1,41,43,0,0
438,1,1,5,24,0,1,19,12,1,1
180,1,3,10,9,0,1,39,48,0,0
163,2,3,6,12,0,1,24,39,0,0
234,3,3,3,23,1,0,10,51,0,0
404,1,1,8,11,0,0,12,2,1,0
124,3,2,10,24,1,1,25,80,1,1
233,3,3,1,20,1,0,30,9,0,0
245,2,1,1,19,1,0,22,27,1,0
223,2,0,7,25,1,0,30,4,0,0
466,1,2,6,13,0,1,13,8,1,1
134,1,2,6,12,0,1,50,64,0,1
72,4,3,1,8,0,0,16,73,0,0
273,3,2,1,13,0,1,46,35,0,0
213,2,3,7,11,1,1,47,54,1,1
387,1,3,9,24,0,1,16,90,1,1
500,4,0,7,20,1,1,48,57,1,1
174,2,2,6,14,0,1,45,16,1,1
385,1,1,3,24,0,1,25,6,0,0
52,3,0,2,25,1,0,49,27,1,0
88,3,0,10,22,1,1,26,40,1,1
334,1,3,5,25,0,0,28,26,1,0
57,4,2,3,10,0,0,45,71,0,0
297,1,0,5,7,0,1,43,13,0,0
321,3,0,1,21,1,1,27,83,0,1
262,3,0,1,12,1,1,15,57,0,0
329,1,2,3,17,0,1,22,0,1,1
487,4,2,5,23,0,1,41,42,1,1
433,4,2,9,24,1,0,38,48,1,0
254,2,0,3,7,0,1,37,6,1,1
355,4,3,9,9,0,0,12,55,1,0
381,4,0,5,12,0,0,26,83,0,0
424,1,3,6,18,0,0,21,18,1,0
429,4,0,9,15,0,0,20,5,1,0
425,1,0,3,7,0,0,32,39,1,0
397,1,0,5,23,1,0,48,75,0,0
52,1,0,7,13,1,1,46,64,1,1
208,2,2,4,24,0,1,35,53,0,0
469,1,2,1,9,0,1,18,47,1,1
237,2,1,2,12,1,0,14,31,1,0
283,3,3,1,11,1,1,12,0,1,1
301,2,2,5,22,1,0,44,72,1,1
236,1,1,3,16,0,0,49,48,0,0
438,4,2,4,22,0,1,41,77,1,1
126,3,1,1,18,1,1,26,30,0,0
254,3,1,7,9,0,1,20,23,1,1
107,1,0,9,17,0,1,48,76,0,1
254,4,1,10,10,0,0,12,36,0,0
370,3,2,10,22,1,1,16,85,1,1
50,1,0,2,5,0,1,15,46,1,1
458,1,0,10,20,1,1,33,59,1,1
116,1,1,5,20,0,1,40,68,1,1
221,4,0,3,9,0,0,28,9,1,0
282,4,2,7,24,1,0,38,89,0,0
225,3,0,3,22,1,0,33,76,0,0
367,1,1,2,7,0,1,43,72,1,1
186,2,0,3,22,0,1,13,21,1,1
59,4,0,3,18,1,1,45,44,1,1
318,3,0,2,6,1,1,19,73,1,1
177,3,1,4,7,1,0,16,34,0,0
112,1,1,8,20,0,0,41,46,1,0
417,1,2,5,21,1,0,18,68,1,1
295,1,0,8,14,1,0,22,1,0,0
230,3,1,6,6,1,0,37,88,1,1
363,4,0,3,14,0,0,45,85,1,1
291,3,2,6,12,1,0,21,63,1,1
313,2,2,4,18,1,0,23,72,0,0
370,2,0,5,6,1,1,33,62,0,1
108,1,1,5,12,0,0,48,18,0,0
57,4,1,2,5,0,0,44,25,1,0
291,1,0,8,16,1,0,10,81,0,0
335,2,1,1,11,1,0,12,37,0,0
485,1,2,2,24,1,0,31,6,1,0
389,3,1,4,16,0,1,29,10,1,1
114,4,1,7,11,0,0,12,73,0,0
73,2,1,7,10,0,1,27,40,0,0
154,1,1,7,7,0,0,12,24,0,0
62,4,2,6,20,0,1,29,71,1,1
199,3,2,10,8,1,1,10,44,0,0
299,2,0,5,18,1,0,14,31,1,0
255,1,1,5,25,1,0,40,46,1,0
344,2,1,7,21,0,1,44,82,1,1
174,1,0,1,11,0,1,40,8,0,0
381,4,1,1,7,1,1,10,49,1,1
448,1,0,6,13,1,1,13,18,1,1
424,1,1,2,22,1,1,41,24,1,1
421,2,2,3,18,0,1,34,17,1,1
371,2,2,3,15,0,0,18,69,1,1
294,3,3,6,17,0,1,28,21,1,1
165,1,1,3,19,0,1,13,43,1,1
323,1,3,8,5,1,1,35,6,1,1
380,2,1,6,19,1,0,25,50,1,0
497,2,0,8,25,1,0,36,24,1,0
208,3,3,1,5,1,0,30,59,1,0
127,4,3,6,7,0,0,38,14,1,0
149,1,1,5,13,0,1,25,85,1,1
329,2,1,3,16,1,1,45,67,1,1
156,3,0,7,17,1,1,20,78,1,1
358,2,0,1,7,1,0,27,76,1,1
116,2,2,5,21,0,0,23,54,1,0
489,3,3,5,7,0,0,42,79,1,1
166,1,2,2,21,1,0,35,26,0,0
352,1,3,10,6,0,1,29,22,1,1
491,1,2,6,18,1,0,42,70,1,1
246,2,2,5,20,1,0,19,75,0,0
138,4,1,1,10,0,0,34,50,1,0
475,3,2,2,16,1,0,44,70,1,1
63,4,0,10,5,1,1,39,8,0,0
330,1,0,4,18,1,0,31,37,0,0
465,2,3,7,9,0,0,41,49,1,0
322,1,2,2,8,1,1,21,20,0,0
184,1,3,5,13,0,0,10,15,1,0
350,3,1,5,12,0,0,25,10,0,0
395,2,1,9,12,1,1,50,70,1,1
390,4,3,6,22,1,0,21,58,1,0
356,1,2,3,20,1,1,10,66,1,1
428,4,2,6,14,0,1,44,45,1,1
267,4,1,5,9,1,0,42,22,1,0
434,4,2,5,13,1,0,44,77,1,1
326,4,1,4,24,0,0,43,41,0,0
314,2,0,7,20,1,1,35,79,0,1
224,4,1,2,8,0,0,27,18,1,0
126,3,1,1,12,0,0,11,20,0,0
246,3,0,6,15,1,1,22,85,1,1
455,1,0,2,23,0,1,38,7,1,1
441,1,3,5,20,1,1,42,47,1,1
88,3,1,1,6,0,0,10,86,0,0
182,4,2,4,12,1,0,35,77,1,1
84,1,2,4,23,1,1,31,23,0,0
368,3,1,5,22,1,0,49,17,1,0
318,2,1,2,17,0,1,47,23,0,0
205,4,3,6,10,0,1,47,41,0,0
308,1,2,3,10,0,0,39,35,0,0
407,4,1,3,6,0,1,31,87,1,1
345,2,0,1,21,0,0,16,70,0,0
345,1,2,10,12,0,0,37,16,1,0
420,4,2,10,24,0,1,25,83,1,1
56,2,3,3,25,0,1,31,39,1,1
161,1,1,9,17,1,1,23,77,1,1
264,2,2,10,9,0,0,38,16,0,0
323,2,0,3,11,1,1,42,53,1,1
329,1,2,9,10,0,1,44,54,0,0
472,4,0,3,13,1,1,26,37,1,1
54,1,3,2,15,1,0,39,2,0,0
425,3,1,1,10,0,0,45,74,1,1
355,2,3,10,16,0,0,14,68,1,1
161,3,1,3,20,1,1,24,37,0,0
270,3,3,8,8,0,1,15,69,0,1
76,1,2,10,5,1,1,35,7,0,0
344,2,2,2,23,0,1,43,17,1,1
337,4,2,2,12,1,1,25,60,1,1
458,2,2,8,20,0,0,43,66,1,1
303,4,1,10,25,0,1,24,45,0,0
362,1,3,10,5,0,0,50,38,0,0
184,2,1,3,11,0,0,14,58,0,0
429,3,0,5,20,0,1,37,42,1,1
354,2,2,10,6,0,0,18,45,0,0
483,3,0,9,14,0,0,25,21,1,0
286,4,0,6,18,1,0,39,2,1,0
300,3,3,9,8,0,0,18,83,1,1
173,2,0,6,10,1,1,16,73,1,1
310,4,1,2,7,1,1,17,2,0,0
137,1,1,5,10,0,1,29,77,1,1
260,2,1,8,13,0,0,33,87,0,0
141,3,0,3,17,0,1,39,29,0,0
333,3,3,2,25,0,0,41,2,0,0
91,2,2,3,24,0,0,46,28,1,0
469,1,1,10,5,1,1,13,73,1,1
365,4,3,2,17,1,0,37,37,0,0
296,3,0,8,15,0,0,19,32,0,0
213,1,3,2,5,1,0,11,49,0,0
306,3,3,3,8,1,0,43,75,0,0
420,2,0,3,7,1,1,31,10,1,1
310,1,2,9,24,0,1,31,69,0,1
140,3,0,3,15,0,1,25,50,0,0
385,1,0,6,6,1,0,27,50,0,0
254,1,2,10,19,1,1,20,35,0,0
370,1,2,2,10,1,1,27,2,1,1
262,4,3,10,20,1,1,48,23,0,0
106,2,1,5,8,0,1,39,34,0,0
184,2,2,9,17,0,0,18,40,0,0
397,3,2,10,15,1,1,36,53,0,0
371,2,2,10,13,1,0,16,6,0,0
290,2,0,7,25,0,0,41,79,0,0
326,1,2,9,24,0,1,28,87,1,1
340,2,2,10,13,0,0,42,1,1,0
346,1,3,5,19,1,1,49,46,0,0
483,2,3,3,23,1,0,26,9,1,0
143,2,1,2,19,0,1,41,43,1,1
430,2,0,2,22,0,1,22,0,1,1
112,3,3,8,16,1,0,42,84,1,1
262,2,1,6,14,1,0,46,73,0,0
332,1,0,6,22,0,0,49,45,1,0
494,3,3,3,19,0,1,11,40,1,1
264,2,3,4,5,0,1,35,59,0,0
224,4,0,8,22,1,0,48,5,0,0
218,2,2,7,18,0,1,31,41,1,1
378,1,3,3,17,0,0,48,29,1,0
232,4,1,10,11,0,1,12,8,1,1
78,2,2,8,19,1,1,26,42,0,0
98,2,3,8,9,0,0,17,73,0,0
110,1,1,6,18,1,1,24,47,0,0
419,3,3,7,23,0,0,35,80,1,1
301,2,2,3,22,0,0,13,50,1,0
268,4,1,5,14,0,0,15,10,1,0
445,4,1,8,12,0,1,45,49,1,1
179,4,0,4,20,0,1,21,49,1,1
145,2,1,5,19,0,0,18,76,0,0
305,1,2,7,10,1,0,23,9,0,0
426,1,0,2,8,0,0,50,51,1,0
393,2,1,5,11,1,1,21,27,1,1
280,3,2,2,24,1,0,13,68,0,0
400,1,3,3,23,0,0,47,65,1,1
179,4,3,10,10,0,1,39,90,0,1
363,3,0,2,16,1,1,39,70,0,1
325,2,2,1,10,1,0,29,12,0,0
460,4,2,10,15,1,1,14,35,1,1
489,2,0,2,13,0,0,46,43,1,0
184,3,3,4,24,1,0,28,6,1,0
125,2,3,9,17,0,1,20,80,1,1
137,1,1,3,12,1,1,30,45,1,1
262,4,2,5,20,1,0,36,75,0,0
200,1,2,4,24,0,0,48,23,0,0
253,4,2,10,21,0,1,39,85,1,1
350,4,2,6,13,1,1,48,54,1,1
236,1,3,2,8,0,1,22,61,1,1
322,3,1,2,13,0,1,31,64,0,1
278,3,1,1,16,0,1,16,17,1,1
226,1,3,8,20,1,1,31,13,0,0
437,2,2,4,15,0,1,29,62,1,1
374,2,0,3,7,1,0,32,59,1,0
394,4,0,5,13,0,1,24,65,0,1
247,4,1,10,18,0,0,12,58,0,0
196,1,0,7,23,1,1,41,81,1,1
448,3,1,3,13,0,1,21,88,1,1
240,3,3,1,21,1,0,47,7,0,0
471,3,2,6,13,1,1,23,71,1,1
417,3,3,10,16,1,0,16,36,1,0
63,4,3,10,17,0,0,26,78,0,0
298,4,0,4,9,0,1,45,51,1,1
189,1,1,6,17,0,1,28,26,1,1
98,2,1,2,20,0,0,24,78,1,1
205,3,2,7,16,0,0,43,89,1,1
322,3,1,3,19,1,1,14,2,0,0
68,1,1,5,22,1,0,44,37,1,0
388,3,0,3,5,1,0,17,84,1,1
126,4,1,3,12,0,0,18,52,1,0
423,2,0,9,17,0,0,20,70,1,1
491,2,3,2,23,0,1,47,53,1,1
190,4,3,9,14,0,0,26,88,1,1
148,2,0,9,9,0,1,49,31,1,1
98,2,0,3,16,1,0,30,49,1,0
481,3,3,7,13,1,1,50,29,1,1
472,1,3,5,7,1,1,14,19,1,1
382,3,3,6,15,1,1,31,33,1,1
484,1,3,10,9,0,1,10,39,1,1
155,3,3,7,8,0,1,49,72,1,1
359,1,1,9,20,0,0,49,87,0,0
495,4,3,8,19,1,1,37,42,1,1
440,3,3,2,6,1,1,30,33,1,1
461,3,0,10,23,0,0,43,74,1,1
366,1,3,3,14,1,1,17,77,0,1
336,4,1,6,23,0,1,43,89,1,1
418,4,1,9,7,1,0,30,0,1,0
395,4,2,8,12,0,0,29,62,0,0
90,4,2,2,25,1,0,21,90,0,0
289,3,1,4,15,0,1,35,6,1,1
52,2,1,7,7,0,1,28,29,1,1
442,3,2,5,6,0,0,26,18,1,0
381,3,2,6,23,0,1,30,18,0,0
445,4,1,1,6,1,0,19,55,1,0
56,4,3,2,7,1,1,50,33,1,1
426,1,0,9,17,0,0,50,4,1,0
282,1,1,9,10,1,1,43,86,1,1
372,3,3,6,8,1,1,48,23,1,1
69,1,2,9,20,0,0,31,31,1,0
248,2,2,10,21,0,1,38,34,1,1
285,2,2,7,14,0,0,11,66,1,1
266,2,1,7,16,1,1,30,24,1,1
491,3,1,2,8,1,1,27,58,1,1
255,3,3,6,9,1,0,42,75,1,1
143,3,1,2,14,1,0,40,18,1,0
373,2,2,10,16,0,1,36,35,0,0
124,3,3,6,9,0,0,13,16,0,0
480,3,1,6,11,0,1,22,47,1,1
176,1,3,5,20,0,0,42,52,0,0
211,2,3,7,20,1,1,25,84,1,1
488,2,1,3,21,1,0,14,86,1,1
197,4,1,1,21,1,0,14,3,0,0
179,3,3,10,6,0,0,39,77,1,1
328,2,3,4,7,0,1,49,78,1,1
158,4,0,1,13,0,0,17,73,1,1
138,4,1,2,25,1,0,27,49,1,0
499,1,1,4,18,1,1,25,52,1,1
114,4,1,1,5,1,0,17,2,1,0
229,3,2,10,15,0,0,19,70,0,0
327,3,0,6,25,1,1,38,50,0,0
110,3,1,3,5,1,1,37,75,0,1
391,3,0,5,12,1,1,36,49,0,0
462,1,3,7,15,0,1,16,58,1,1
306,3,1,8,9,0,0,44,33,1,0
324,1,2,4,10,0,1,26,45,0,0
445,3,2,7,21,1,1,40,35,1,1
279,2,2,5,21,0,0,13,90,1,1
267,2,3,5,18,1,1,17,13,1,1
97,4,3,2,7,0,1,44,52,1,1
364,2,1,7,5,1,0,46,8,1,0
480,2,3,9,13,1,0,46,27,1,0
370,1,2,4,13,0,0,48,59,1,0
155,3,1,1,24,0,0,17,35,1,0
492,4,2,3,8,1,1,19,6,1,1
58,3,1,5,6,1,0,13,3,0,0
401,2,3,4,22,0,1,15,64,1,1
381,3,3,6,18,0,1,34,90,0,1
114,1,2,9,16,0,1,13,54,0,0
179,1,2,9,16,0,1,38,41,0,0
440,4,3,2,7,1,0,10,17,1,0
210,1,1,6,15,0,0,26,27,0,0
474,1,0,7,22,0,0,14,37,1,0
59,3,2,8,18,1,1,38,39,1,1
85,2,0,7,8,1,0,43,37,0,0
74,2,0,1,24,1,0,40,49,1,0
122,4,2,5,18,1,0,16,68,1,1
391,2,3,9,6,1,0,16,49,1,0
318,4,1,8,18,0,0,26,47,0,0
76,3,2,5,6,1,0,41,31,0,0
66,2,0,6,21,1,1,22,31,0,0
203,3,2,9,22,1,1,15,81,0,1
301,2,1,7,23,0,0,23,44,1,0
433,2,1,4,7,1,1,38,18,1,1
182,1,0,8,21,1,0,22,25,0,0
485,1,0,2,23,1,0,18,9,1,0
321,3,1,1,21,1,1,29,2,0,0
462,4,3,7,19,1,0,30,45,1,0
80,1,1,10,6,1,1,42,47,0,0
427,1,3,8,15,0,0,42,57,1,0
355,3,2,6,7,1,1,35,74,1,1
403,4,0,6,21,0,0,18,68,1,1
295,2,3,3,16,1,0,38,78,1,1
305,2,0,6,24,0,1,17,31,0,0
370,3,2,9,19,1,0,14,6,1,0
202,1,3,9,8,0,1,34,51,1,1
180,1,1,8,14,0,1,21,24,1,1
316,4,2,10,13,1,1,13,52,1,1
181,3,0,5,8,1,1,29,75,1,1
203,2,2,10,24,0,1,48,35,0,0
146,3,2,10,15,1,1,45,59,0,0
72,4,2,5,10,1,1,32,23,0,0
154,4,0,3,10,0,1,23,54,0,0
211,1,2,3,16,0,0,16,77,0,0
61,1,1,6,16,0,0,50,22,1,0
483,2,2,4,8,1,1,26,64,1,1
119,2,0,9,17,1,0,45,4,0,0
65,3,0,9,10,1,1,42,10,0,0
173,3,2,3,23,0,0,13,4,1,0
484,2,3,3,15,1,1,39,48,1,1
91,3,0,1,13,0,1,35,0,1,1
384,1,2,6,23,1,1,47,72,1,1
156,2,0,2,19,1,1,13,46,0,0
386,1,3,7,21,0,1,43,8,0,0
78,3,3,6,9,1,1,47,50,0,0
256,1,0,8,19,1,0,45,11,1,0
65,2,0,9,16,1,0,17,21,0,0
205,4,2,6,14,0,0,46,22,1,0
226,4,0,3,6,1,0,40,74,1,1
162,2,0,5,8,0,1,21,56,1,1
348,4,1,2,20,1,1,28,85,1,1
305,1,2,6,14,0,0,49,67,0,0
97,1,0,7,25,1,1,42,10,0,0
465,3,0,9,9,1,1,25,29,1,1
413,4,2,5,19,1,0,12,45,1,0
445,3,1,4,6,1,0,29,46,1,0
418,2,3,2,10,1,0,20,67,1,1
494,3,3,6,13,1,1,50,20,1,1
105,2,3,6,17,0,0,23,79,0,0
488,4,3,3,20,0,1,21,72,1,1
389,3,0,4,18,0,0,49,5,1,0
226,1,2,7,22,1,0,33,65,1,1
433,4,0,7,18,0,0,11,41,1,0
340,2,2,1,8,1,0,21,26,0,0
52,3,3,8,14,1,0,46,52,1,0
282,2,0,4,18,1,0,40,11,0,0
439,4,3,8,14,0,1,34,19,1,1
343,1,1,1,11,0,0,14,74,1,1
260,2,2,10,24,0,0,21,76,1,1
313,1,0,3,5,0,1,21,88,0,1
114,2,1,9,11,0,0,25,20,0,0
427,1,1,10,21,0,1,20,35,1,1
369,1,0,3,16,1,1,33,22,1,1
110,3,0,7,5,1,0,18,30,1,0
429,2,2,1,6,1,1,49,70,1,1
94,4,2,10,11,1,0,12,12,0,0
170,1,2,2,18,1,0,48,73,0,0
63,4,0,10,18,1,0,50,79,1,0
61,4,3,10,17,1,1,27,2,0,0
474,2,0,10,16,0,1,39,6,1,1
142,2,3,1,9,0,0,45,27,0,0
453,2,0,3,6,0,1,17,22,1,1
234,4,0,1,9,0,1,48,79,1,1
271,4,3,6,14,0,0,36,19,0,0
240,1,0,4,24,0,1,48,26,0,0
188,2,0,7,15,1,1,50,41,1,1
489,3,1,2,11,1,0,10,25,1,0
128,4,2,6,6,0,0,14,74,1,1
212,4,3,9,12,0,0,21,75,1,1
452,3,3,1,12,1,1,29,2,1,1
180,2,2,6,6,0,0,50,67,1,1
201,1,0,8,8,0,0,37,90,0,0
367,1,0,2,25,0,0,17,71,0,0
160,4,2,3,15,1,1,44,67,1,1
480,1,1,9,10,1,0,44,24,1,0
332,4,0,9,18,1,1,23,52,1,1
208,1,1,10,12,0,1,49,29,1,1
92,2,0,2,15,1,1,31,40,1,1
398,1,1,2,7,1,1,31,65,0,1
191,4,3,1,13,0,1,40,61,0,1
435,2,1,5,14,0,0,24,50,1,0
98,4,2,7,25,0,0,27,7,0,0
458,1,2,8,18,0,1,26,24,1,1
432,3,1,9,25,0,0,39,38,1,0
404,4,1,10,18,0,0,47,87,1,1
493,1,0,2,25,0,0,49,58,1,0
121,2,2,8,24,1,0,38,58,0,0
200,3,3,9,24,1,0,12,67,0,0
108,4,0,6,8,1,1,42,11,0,0
175,3,2,8,10,1,0,12,84,0,0
456,3,0,7,22,0,0,23,49,1,0
196,4,2,9,22,0,0,24,10,0,0
261,1,2,6,6,0,1,42,79,0,1
282,3,1,9,6,1,1,40,47,1,1
289,1,0,2,13,1,1,39,82,0,1
152,1,2,5,20,0,1,22,18,0,0
201,2,0,9,9,1,1,43,81,1,1
366,1,0,6,10,0,1,30,15,1,1
289,2,3,2,21,0,1,40,32,1,1
213,1,0,6,24,1,1,45,29,1,1
428,1,3,5,22,0,1,39,2,1,1
379,1,0,9,8,1,1,25,68,0,1
447,2,1,1,6,1,1,45,82,1,1
380,1,0,5,12,1,1,42,81,1,1
366,3,0,1,18,1,0,40,53,0,0
250,3,0,6,7,1,0,22,41,1,0
348,3,2,6,17,1,1,39,33,1,1
290,1,2,6,7,1,1,32,12,1,1
472,4,3,10,5,0,0,34,12,1,0
90,4,0,3,21,0,1,10,10,0,0
168,1,1,10,22,0,0,25,16,0,0
131,4,2,2,21,0,0,45,5,1,0
387,1,0,7,20,0,0,42,46,0,0
